time,data
150.74,1527524
150.82,1527481
150.91,1527465
150.99,1527449
151.08,1527481
151.16,1527460
151.25,1527498
151.34,1527563
151.42,1527558
151.51,1527505
151.60,1527545
151.68,1527527
151.76,1527488
151.85,1527546
151.94,1527535
152.02,1527513
152.11,1527501
152.20,1527444
152.28,1527443
152.37,1527495
152.45,1527536
152.54,1527543
152.62,1527546
152.71,1527579
152.80,1527520
152.88,1527430
152.97,1527475
153.05,1527418
153.14,1527460
153.23,1527515
153.31,1527486
153.40,1527506
153.48,1527459
153.57,1527421
153.65,1527478
153.74,1527557
153.83,1527597
153.91,1527543
154.00,1527473
154.08,1527421
154.17,1527432
154.25,1527480
154.34,1527525
154.43,1527584
154.51,1527548
154.60,1527527
154.68,1527521
154.77,1527433
154.86,1527477
154.94,1527528
155.03,1527475
155.11,1527481
155.20,1527476
155.28,1527473
155.37,1527482
155.46,1527482
155.54,1527484
155.63,1527465
155.71,1527492
155.80,1527513
155.88,1527467
155.97,1527452
156.05,1527416
156.14,1527456
156.23,1527459
156.31,1527488
156.40,1527514
156.49,1527476
156.57,1527532
156.66,1527586
156.74,1527525
156.83,1527479
156.91,1527530
157.00,1527527
157.09,1527525
157.17,1527548
157.26,1527476
157.34,1527409
157.43,1527459
157.52,1527495
157.60,1527536
157.69,1527568
157.77,1527518
157.86,1527501
157.94,1527510
158.03,1527470
158.12,1527471
158.20,1527461
158.29,1527456
158.37,1527459
158.46,1527463
158.54,1527428
158.63,1527457
158.72,1527472
158.80,1527439
158.89,1527419
158.97,1527371
159.06,1527366
159.15,1527419
159.23,1527421
159.32,1527461
159.40,1527470
159.49,1527477
159.57,1527507
159.66,1527437
159.75,1527454
159.83,1527494
159.92,1527454
160.00,1527402
160.09,1527496
160.17,1527500
160.26,1527490
160.35,1527524
160.43,1527493
160.52,1527478
160.60,1527464
160.69,1527505
160.78,1527485
160.86,1527461
160.95,1527495
161.03,1527514
161.12,1527507
161.20,1527517
161.29,1527555
161.38,1527563
161.46,1527522
161.55,1527461
161.63,1527487
161.72,1527547
161.80,1527560
161.89,1527473
161.98,1527480
162.06,1527480
162.15,1527515
162.23,1527555
162.32,1527534
162.41,1527548
162.49,1527525
162.58,1527491
162.66,1527480
162.75,1527488
162.83,1527447
162.92,1527506
163.01,1527558
163.09,1527570
163.18,1527554
163.26,1527555
163.35,1527552
163.43,1527524
163.52,1527540
163.61,1527567
163.69,1527554
163.78,1527509
163.86,1527527
163.95,1527544
164.04,1527502
164.12,1527456
164.21,1527511
164.29,1527505
164.38,1527502
164.46,1527483
164.55,1527535
164.64,1527515
164.72,1527536
164.81,1527443
164.89,1527436
164.98,1527498
165.06,1527547
165.15,1527542
165.24,1527461
165.32,1527477
165.41,1527504
165.49,1527489
165.58,1527501
165.67,1527490
165.75,1527503
165.84,1527520
165.92,1527433
166.01,1527418
166.09,1527463
166.18,1527482
166.27,1527484
166.35,1527488
166.44,1527513
166.52,1527458
166.61,1527467
166.69,1527487
166.78,1527537
166.87,1527512
166.95,1527541
167.04,1527567
167.12,1527520
167.21,1527506
167.30,1527570
167.38,1527520
167.47,1527479
167.55,1527475
167.64,1527486
167.73,1527528
167.81,1527530
167.90,1527540
167.98,1527488
168.07,1527470
168.16,1527449
168.24,1527398
168.33,1527416
168.41,1527443
168.50,1527473
168.58,1527456
168.67,1527486
168.76,1527543
168.84,1527548
168.93,1527527
169.01,1527563
169.10,1527509
169.18,1527528
169.27,1527528
169.36,1527471
169.44,1527511
169.53,1527441
169.61,1527429
169.70,1527463
169.79,1527477
169.87,1527486
169.96,1527518
170.04,1527509
170.13,1527505
170.21,1527536
170.30,1527554
170.38,1527550
170.47,1527513
170.56,1527486
170.64,1527445
170.73,1527471
170.81,1527467
170.90,1527410
170.99,1527454
171.07,1527476
171.16,1527504
171.24,1527519
171.33,1527504
171.41,1527578
171.50,1527574
171.59,1527528
171.67,1527517
171.76,1527506
171.84,1527541
171.93,1527508
172.02,1527493
172.10,1527499
172.19,1527478
172.27,1527524
172.36,1527556
172.44,1527544
172.53,1527580
172.62,1527495
172.70,1527465
172.79,1527480
172.87,1527544
172.96,1527563
173.05,1527509
173.13,1527490
173.22,1527489
173.30,1527512
173.39,1527512
173.47,1527462
173.56,1527470
173.65,1527505
173.73,1527489
173.82,1527522
173.90,1527441
173.99,1527456
174.08,1527543
174.16,1527536
174.25,1527476
174.33,1527500
174.42,1527470
174.50,1527533
174.59,1527552
174.68,1527510
174.76,1527507
174.85,1527485
174.93,1527551
175.02,1527578
175.10,1527515
175.19,1527557
175.28,1527538
175.36,1527547
175.45,1527562
175.53,1527499
175.62,1527459
175.71,1527491
175.79,1527497
175.88,1527432
175.96,1527470
176.05,1527484
176.13,1527529
176.22,1527592
176.31,1527572
176.39,1527522
176.48,1527508
176.56,1527530
176.65,1527563
176.73,1527519
176.82,1527449
176.91,1527480
176.99,1527514
177.08,1527480
177.16,1527489
177.25,1527527
177.34,1527555
177.42,1527457
177.51,1527455
177.59,1527529
177.68,1527564
177.76,1527532
177.85,1527513
177.94,1527450
178.02,1527477
178.11,1527492
178.19,1527494
178.28,1527533
178.36,1527503
178.45,1527506
178.54,1527493
178.62,1527487
178.71,1527469
178.79,1527467
178.88,1527476
178.97,1527456
179.05,1527489
179.14,1527512
179.22,1527465
179.31,1527502
179.39,1527543
179.48,1527564
179.57,1527510
179.65,1527473
179.74,1527546
179.82,1527507
179.91,1527539
179.99,1527546
180.08,1527567
180.17,1527538
180.25,1527451
180.34,1527475
180.42,1527542
180.51,1527547
180.60,1527487
180.68,1527439
180.77,1527498
180.85,1527508
180.94,1527528
181.02,1527515
181.11,1527506
181.20,1527455
181.28,1527509
181.37,1527508
181.45,1527492
181.54,1527493
181.63,1527523
181.71,1527527
181.80,1527541
181.88,1527547
181.97,1527468
182.05,1527441
182.14,1527473
182.23,1527513
182.31,1527460
182.40,1527471
182.48,1527512
182.57,1527513
182.65,1527534
182.74,1527567
182.83,1527548
182.91,1527499
183.00,1527469
183.09,1527518
183.17,1527502
183.26,1527486
183.34,1527495
183.43,1527530
183.51,1527597
183.60,1527520
183.69,1527495
183.77,1527520
183.86,1527518
183.94,1527524
184.03,1527545
184.12,1527557
184.20,1527529
184.29,1527542
184.37,1527486
184.46,1527497
184.54,1527500
184.63,1527463
184.72,1527482
184.80,1527513
184.89,1527509
184.97,1527602
185.06,1527541
185.14,1527485
185.23,1527491
185.32,1527474
185.40,1527466
185.49,1527411
185.57,1527531
185.66,1527549
185.75,1527515
185.83,1527457
185.91,1527453
186.00,1527461
186.09,1527498
186.17,1527587
186.26,1527623
186.35,1527584
186.43,1527617
186.52,1527553
186.60,1527506
186.69,1527517
186.77,1527522
186.86,1527552
186.95,1527529
187.03,1527547
187.12,1527536
187.20,1527517
187.29,1527533
187.38,1527553
187.46,1527563
187.55,1527572
187.63,1527582
187.72,1527519
187.80,1527475
187.89,1527517
187.98,1527557
188.06,1527585
188.15,1527527
188.23,1527530
188.32,1527504
188.40,1527515
188.49,1527502
188.58,1527542
188.66,1527523
188.75,1527556
188.83,1527535
188.92,1527537
189.01,1527535
189.09,1527526
189.18,1527539
189.26,1527519
189.35,1527537
189.43,1527571
189.52,1527550
189.61,1527562
189.69,1527593
189.78,1527534
189.86,1527491
189.95,1527508
190.03,1527542
190.12,1527532
190.21,1527517
190.29,1527561
190.38,1527537
190.46,1527509
190.55,1527547
190.64,1527526
190.72,1527512
190.81,1527532
190.89,1527493
190.98,1527461
191.06,1527480
191.15,1527520
191.24,1527532
191.32,1527444
191.41,1527441
191.49,1527464
191.58,1527494
191.66,1527461
191.75,1527507
191.84,1527513
191.92,1527522
192.01,1527554
192.09,1527502
192.18,1527528
192.27,1527497
192.35,1527552
192.44,1527653
192.52,1527628
192.61,1527539
192.69,1527511
192.78,1527530
192.87,1527493
192.95,1527535
193.04,1527491
193.12,1527546
193.21,1527540
193.30,1527450
193.38,1527443
193.47,1527518
193.55,1527559
193.64,1527535
193.72,1527553
193.81,1527526
193.90,1527452
193.98,1527490
194.07,1527524
194.15,1527600
194.24,1527607
194.32,1527581
194.41,1527472
194.50,1527452
194.58,1527539
194.67,1527527
194.75,1527524
194.84,1527522
194.93,1527531
195.01,1527522
195.10,1527457
195.18,1527506
195.27,1527514
195.35,1527528
195.44,1527543
195.53,1527526
195.61,1527551
195.70,1527514
195.78,1527538
195.87,1527520
195.95,1527524
196.04,1527540
196.13,1527511
196.21,1527514
196.30,1527442
196.38,1527494
196.47,1527510
196.56,1527534
196.64,1527513
196.73,1527570
196.81,1527538
196.90,1527509
196.98,1527543
197.07,1527482
197.16,1527418
197.24,1527491
197.33,1527518
197.41,1527558
197.50,1527615
197.58,1527592
197.67,1527495
197.76,1527485
197.84,1527514
197.93,1527521
198.01,1527555
198.10,1527520
198.19,1527571
198.27,1527550
198.36,1527491
198.44,1527499
198.53,1527567
198.62,1527525
198.70,1527499
198.79,1527510
198.87,1527514
198.96,1527522
199.05,1527538
199.13,1527535
199.22,1527526
199.30,1527435
199.39,1527489
199.47,1527542
199.56,1527535
199.65,1527560
199.73,1527509
199.82,1527414
199.90,1527386
199.99,1527445
200.08,1527520
200.16,1527485
200.25,1527449
200.33,1527442
200.42,1527483
200.50,1527511
200.59,1527471
200.68,1527442
200.76,1527542
200.85,1527498
200.93,1527514
201.02,1527600
201.10,1527592
201.19,1527571
201.27,1527509
201.36,1527508
201.45,1527525
201.53,1527540
201.62,1527514
201.71,1527548
201.79,1527541
201.88,1527508
201.96,1527525
202.05,1527552
202.13,1527570
202.22,1527555
202.30,1527535
202.39,1527516
202.48,1527575
202.56,1527643
202.65,1527607
202.73,1527567
202.82,1527565
202.91,1527523
202.99,1527456
203.08,1527488
203.16,1527563
203.25,1527543
203.34,1527503
203.42,1527544
203.51,1527547
203.59,1527448
203.68,1527469
203.76,1527489
203.85,1527494
203.94,1527490
204.02,1527538
204.11,1527477
204.19,1527422
204.28,1527515
204.36,1527521
204.45,1527537
204.54,1527523
204.62,1527510
204.71,1527508
204.79,1527568
204.88,1527537
204.97,1527507
205.05,1527496
205.14,1527526
205.22,1527500
205.31,1527499
205.39,1527506
205.48,1527553
205.57,1527549
205.65,1527467
205.74,1527514
205.82,1527569
205.91,1527559
206.00,1527551
206.08,1527598
206.17,1527525
206.25,1527477
206.34,1527515
206.42,1527543
206.51,1527560
206.60,1527544
206.68,1527556
206.77,1527499
206.85,1527488
206.94,1527585
207.02,1527550
207.11,1527494
207.20,1527502
207.28,1527495
207.37,1527495
207.45,1527510
207.54,1527498
207.63,1527533
207.71,1527571
207.80,1527578
207.88,1527555
207.97,1527631
208.05,1527626
208.14,1527504
208.23,1527580
208.31,1527588
208.40,1527554
208.48,1527553
208.57,1527528
208.65,1527549
208.74,1527582
208.83,1527540
208.91,1527531
209.00,1527534
209.08,1527533
209.17,1527526
209.26,1527507
209.34,1527570
209.43,1527484
209.51,1527483
209.60,1527537
209.68,1527547
209.77,1527514
209.86,1527538
209.94,1527509
210.03,1527487
210.11,1527520
210.20,1527543
210.28,1527525
210.37,1527539
210.46,1527570
210.54,1527619
210.63,1527598
210.71,1527597
210.80,1527595
210.89,1527569
210.97,1527551
211.06,1527540
211.14,1527512
211.23,1527484
211.31,1527567
211.40,1527600
211.49,1527597
211.57,1527633
211.66,1527584
211.74,1527533
211.83,1527530
211.91,1527520
212.00,1527506
212.09,1527465
212.17,1527502
212.26,1527561
212.34,1527640
212.43,1527654
212.52,1527643
212.60,1527578
212.69,1527551
212.77,1527587
212.86,1527606
212.94,1527619
213.03,1527613
213.12,1527579
213.20,1527595
213.29,1527680
213.37,1527649
213.46,1527568
213.55,1527580
213.63,1527647
213.72,1527663
213.80,1527616
213.89,1527550
213.98,1527579
214.06,1527632
214.15,1527612
214.23,1527551
214.32,1527598
214.40,1527616
214.49,1527559
214.58,1527581
214.66,1527629
214.75,1527587
214.83,1527597
214.92,1527610
215.01,1527663
215.09,1527637
215.18,1527615
215.26,1527555
215.35,1527576
215.43,1527548
215.52,1527640
215.61,1527606
215.69,1527632
215.78,1527609
215.86,1527580
215.95,1527645
216.04,1527613
216.12,1527600
216.21,1527613
216.29,1527565
216.38,1527524
216.46,1527607
216.55,1527638
216.63,1527551
216.72,1527611
216.81,1527664
216.89,1527627
216.98,1527652
217.06,1527636
217.15,1527635
217.24,1527638
217.32,1527646
217.41,1527609
217.49,1527612
217.58,1527620
217.66,1527582
217.75,1527631
217.84,1527654
217.92,1527606
218.01,1527562
218.09,1527595
218.18,1527572
218.27,1527546
218.35,1527558
218.44,1527548
218.52,1527569
218.61,1527596
218.69,1527618
218.78,1527647
218.87,1527612
218.95,1527584
219.04,1527585
219.12,1527548
219.21,1527571
219.30,1527621
219.38,1527575
219.47,1527550
219.55,1527580
219.64,1527602
219.72,1527626
219.81,1527631
219.90,1527590
219.98,1527549
220.07,1527497
220.15,1527582
220.24,1527617
220.32,1527634
220.41,1527669
220.50,1527655
220.58,1527596
220.67,1527565
220.75,1527590
220.84,1527694
220.93,1527711
221.01,1527606
221.10,1527566
221.18,1527600
221.27,1527557
221.35,1527523
221.44,1527548
221.53,1527566
221.61,1527542
221.70,1527541
221.78,1527477
221.87,1527505
221.96,1527577
222.04,1527547
222.13,1527569
222.21,1527556
222.30,1527563
222.38,1527582
222.47,1527564
222.56,1527547
222.64,1527577
222.73,1527650
222.81,1527661
222.90,1527645
222.98,1527588
223.07,1527534
223.16,1527568
223.24,1527613
223.33,1527597
223.41,1527648
223.50,1527660
223.59,1527593
223.67,1527624
223.76,1527595
223.84,1527600
223.93,1527594
224.01,1527645
224.10,1527607
224.19,1527544
224.27,1527501
224.36,1527567
224.44,1527643
224.53,1527611
224.61,1527594
224.70,1527614
224.79,1527659
224.87,1527590
224.96,1527609
225.04,1527626
225.13,1527589
225.22,1527557
225.30,1527548
225.39,1527610
225.47,1527569
225.56,1527536
225.64,1527564
225.73,1527594
225.82,1527663
225.90,1527607
225.99,1527625
226.07,1527634
226.16,1527596
226.24,1527558
226.33,1527522
226.42,1527535
226.50,1527565
226.59,1527643
226.67,1527619
226.76,1527609
226.85,1527587
226.93,1527577
227.02,1527598
227.10,1527551
227.19,1527549
227.27,1527575
227.36,1527568
227.45,1527583
227.53,1527639
227.62,1527690
227.70,1527641
227.79,1527589
227.87,1527604
227.96,1527572
228.05,1527601
228.13,1527635
228.22,1527648
228.30,1527636
228.39,1527564
228.48,1527596
228.56,1527609
228.65,1527612
228.73,1527570
228.82,1527486
228.90,1527556
228.99,1527627
229.08,1527584
229.16,1527592
229.25,1527601
229.34,1527646
229.42,1527625
229.51,1527538
229.59,1527577
229.68,1527626
229.76,1527607
229.85,1527613
229.94,1527582
230.02,1527552
230.11,1527615
230.19,1527650
230.28,1527571
230.37,1527580
230.45,1527560
230.54,1527574
230.62,1527612
230.71,1527627
230.79,1527619
230.88,1527542
230.97,1527579
231.05,1527589
231.14,1527519
231.22,1527556
231.31,1527525
231.39,1527549
231.48,1527599
231.57,1527586
231.65,1527538
231.74,1527586
231.82,1527623
231.91,1527603
232.00,1527543
232.08,1527545
232.16,1527493
232.25,1527583
232.34,1527669
232.42,1527661
232.51,1527597
232.60,1527615
232.68,1527602
232.77,1527606
232.85,1527645
232.94,1527570
233.02,1527595
233.11,1527587
233.20,1527478
233.28,1527497
233.37,1527579
233.45,1527552
233.54,1527623
233.63,1527641
233.71,1527611
233.80,1527593
233.88,1527556
233.97,1527494
234.05,1527479
234.14,1527598
234.23,1527582
234.31,1527565
234.40,1527559
234.48,1527595
234.57,1527587
234.65,1527587
234.74,1527644
234.83,1527604
234.91,1527594
235.00,1527596
235.08,1527552
235.17,1527508
235.26,1527539
235.34,1527603
235.43,1527590
235.51,1527555
235.60,1527545
235.68,1527553
235.77,1527536
235.86,1527515
235.94,1527521
236.03,1527613
236.11,1527626
236.20,1527554
236.28,1527509
236.37,1527535
236.46,1527578
236.54,1527620
236.63,1527561
236.71,1527546
236.80,1527530
236.89,1527557
236.97,1527598
237.06,1527640
237.14,1527585
237.23,1527631
237.31,1527632
237.40,1527566
237.49,1527472
237.57,1527508
237.66,1527525
237.74,1527505
237.83,1527541
237.91,1527516
238.00,1527518
238.09,1527518
238.17,1527571
238.26,1527574
238.34,1527578
238.43,1527551
238.52,1527556
238.60,1527543
238.69,1527573
238.77,1527570
238.86,1527552
238.94,1527515
239.03,1527512
239.12,1527581
239.20,1527629
239.29,1527598
239.37,1527607
239.46,1527610
239.54,1527575
239.63,1527542
239.72,1527573
239.80,1527668
239.89,1527617
239.97,1527573
240.06,1527555
240.15,1527613
240.23,1527509
240.32,1527486
240.40,1527564
240.49,1527590
240.57,1527630
240.66,1527630
240.75,1527591
240.83,1527577
240.92,1527620
241.00,1527643
241.09,1527564
241.18,1527625
241.26,1527584
241.35,1527510
241.43,1527549
241.52,1527530
241.60,1527534
241.69,1527540
241.78,1527557
241.86,1527583
241.95,1527583
242.03,1527558
242.12,1527523
242.20,1527579
242.29,1527528
242.38,1527531
242.46,1527559
242.55,1527518
242.63,1527545
242.72,1527547
242.81,1527547
242.89,1527517
242.98,1527522
243.06,1527546
243.15,1527532
243.23,1527597
243.32,1527617
243.41,1527583
243.49,1527569
243.58,1527547
243.66,1527548
243.75,1527532
243.83,1527537
243.92,1527548
244.01,1527509
244.09,1527538
244.18,1527547
244.26,1527570
244.35,1527555
244.44,1527578
244.52,1527617
244.61,1527581
244.69,1527616
244.78,1527590
244.87,1527635
244.95,1527654
245.04,1527535
245.12,1527557
245.21,1527589
245.30,1527569
245.38,1527540
245.47,1527558
245.55,1527545
245.64,1527520
245.72,1527511
245.81,1527550
245.90,1527549
245.98,1527620
246.07,1527596
246.15,1527579
246.24,1527556
246.32,1527555
246.41,1527521
246.50,1527535
246.58,1527524
246.67,1527561
246.75,1527552
246.84,1527568
246.93,1527577
247.01,1527577
247.10,1527554
247.18,1527525
247.27,1527511
247.35,1527540
247.44,1527620
247.52,1527589
247.61,1527593
247.70,1527616
247.78,1527629
247.87,1527652
247.95,1527620
248.04,1527621
248.13,1527610
248.21,1527612
248.30,1527573
248.38,1527624
248.47,1527606
248.55,1527568
248.64,1527556
248.73,1527546
248.81,1527571
248.90,1527524
248.98,1527495
249.07,1527553
249.16,1527550
249.24,1527540
249.33,1527622
249.41,1527650
249.50,1527605
249.58,1527658
249.67,1527629
249.76,1527567
249.84,1527595
249.93,1527600
250.01,1527655
250.10,1527701
250.19,1527602
250.27,1527605
250.36,1527571
250.44,1527577
250.53,1527565
250.61,1527597
250.70,1527611
250.79,1527654
250.87,1527597
250.96,1527556
251.04,1527616
251.13,1527563
251.22,1527591
251.30,1527583
251.38,1527528
251.47,1527542
251.56,1527590
251.64,1527605
251.73,1527661
251.82,1527666
251.90,1527614
251.99,1527665
252.07,1527700
252.16,1527666
252.24,1527626
252.33,1527607
252.42,1527592
252.50,1527611
252.59,1527601
252.67,1527587
252.76,1527622
252.85,1527619
252.93,1527605
253.02,1527604
253.10,1527611
253.19,1527647
253.27,1527637
253.36,1527668
253.45,1527729
253.53,1527635
253.62,1527668
253.70,1527689
253.79,1527679
253.87,1527655
253.96,1527665
254.05,1527666
254.13,1527656
254.22,1527686
254.30,1527650
254.39,1527638
254.48,1527627
254.56,1527634
254.65,1527613
254.73,1527598
254.82,1527600
254.90,1527655
254.99,1527619
255.08,1527544
255.16,1527647
255.25,1527698
255.33,1527598
255.42,1527560
255.50,1527576
255.59,1527619
255.68,1527579
255.76,1527590
255.85,1527608
255.93,1527651
256.02,1527671
256.11,1527759
256.19,1527731
256.28,1527632
256.36,1527553
256.45,1527603
256.53,1527684
256.62,1527680
256.71,1527647
256.79,1527590
256.88,1527620
256.96,1527654
257.05,1527644
257.13,1527665
257.22,1527641
257.31,1527667
257.39,1527590
257.48,1527528
257.56,1527591
257.65,1527634
257.74,1527662
257.82,1527608
257.91,1527614
257.99,1527653
258.08,1527659
258.16,1527683
258.25,1527583
258.34,1527587
258.42,1527660
258.51,1527654
258.59,1527595
258.68,1527614
258.77,1527579
258.85,1527550
258.94,1527561
259.02,1527653
259.11,1527680
259.19,1527654
259.28,1527615
259.37,1527666
259.45,1527622
259.54,1527593
259.62,1527552
259.71,1527574
259.79,1527580
259.88,1527543
259.97,1527567
260.05,1527608
260.14,1527739
260.23,1527717
260.31,1527640
260.40,1527636
260.48,1527692
260.57,1527672
260.65,1527610
260.74,1527595
260.83,1527671
260.91,1527656
261.00,1527639
261.08,1527645
261.17,1527587
261.26,1527649
261.34,1527589
261.42,1527568
261.51,1527607
261.60,1527553
261.68,1527511
261.77,1527586
261.86,1527636
261.94,1527683
262.03,1527650
262.11,1527622
262.20,1527523
262.28,1527486
262.37,1527569
262.45,1527527
262.54,1527547
262.63,1527608
262.71,1527542
262.80,1527475
262.89,1527565
262.97,1527633
263.05,1527608
263.14,1527620
263.23,1527524
263.31,1527562
263.40,1527578
263.48,1527622
263.57,1527646
263.66,1527592
263.74,1527534
263.83,1527528
263.91,1527554
264.00,1527678
264.08,1527640
264.17,1527563
264.26,1527556
264.34,1527559
264.43,1527604
264.52,1527546
264.60,1527547
264.69,1527537
264.77,1527557
264.86,1527515
264.94,1527555
265.03,1527591
265.11,1527677
265.20,1527642
265.29,1527650
265.37,1527661
265.46,1527587
265.54,1527585
265.63,1527550
265.72,1527571
265.80,1527594
265.89,1527618
265.97,1527626
266.06,1527591
266.14,1527572
266.23,1527599
266.32,1527638
266.40,1527578
266.49,1527546
266.57,1527563
266.66,1527598
266.75,1527591
266.83,1527532
266.92,1527555
267.00,1527541
267.09,1527593
267.17,1527574
267.26,1527573
267.35,1527587
267.43,1527573
267.52,1527542
267.60,1527584
267.69,1527647
267.78,1527652
267.86,1527583
267.95,1527585
268.03,1527609
268.12,1527552
268.20,1527564
268.29,1527624
268.38,1527622
268.46,1527579
268.55,1527597
268.63,1527599
268.72,1527565
268.80,1527592
268.89,1527600
268.98,1527574
269.06,1527576
269.15,1527584
269.23,1527585
269.32,1527593
269.41,1527635
269.49,1527612
269.58,1527619
269.66,1527638
269.75,1527670
269.83,1527668
269.92,1527610
270.01,1527607
270.09,1527660
270.18,1527696
270.26,1527649
270.35,1527633
270.43,1527651
270.52,1527625
270.61,1527591
270.69,1527613
270.78,1527620
270.86,1527630
270.95,1527646
271.04,1527679
271.12,1527700
271.21,1527687
271.29,1527667
271.38,1527718
271.46,1527690
271.55,1527648
271.64,1527640
271.72,1527695
271.81,1527684
271.89,1527702
271.98,1527699
272.06,1527716
272.15,1527711
272.24,1527598
272.32,1527605
272.41,1527623
272.49,1527598
272.58,1527636
272.67,1527651
272.75,1527662
272.84,1527732
272.92,1527733
273.01,1527727
273.09,1527683
273.18,1527658
273.27,1527613
273.35,1527606
273.44,1527628
273.52,1527655
273.61,1527631
273.69,1527644
273.78,1527659
273.87,1527666
273.95,1527701
274.04,1527692
274.12,1527699
274.21,1527764
274.30,1527691
274.38,1527619
274.47,1527618
274.55,1527679
274.64,1527648
274.72,1527680
274.81,1527704
274.90,1527685
274.98,1527628
275.07,1527661
275.15,1527739
275.24,1527688
275.33,1527654
275.41,1527668
275.50,1527678
275.58,1527659
275.67,1527629
275.76,1527628
275.84,1527670
275.93,1527669
276.01,1527680
276.10,1527655
276.18,1527667
276.27,1527655
276.36,1527696
276.44,1527645
276.53,1527626
276.61,1527669
276.70,1527674
276.79,1527690
276.87,1527628
276.96,1527629
277.04,1527630
277.13,1527692
277.21,1527682
277.30,1527635
277.39,1527727
277.47,1527719
277.56,1527690
277.64,1527672
277.73,1527672
277.81,1527621
277.90,1527674
277.98,1527684
278.07,1527632
278.16,1527638
278.24,1527643
278.33,1527715
278.42,1527665
278.50,1527620
278.59,1527626
278.67,1527599
278.76,1527678
278.84,1527715
278.93,1527684
279.02,1527620
279.10,1527650
279.19,1527658
279.27,1527695
279.36,1527643
279.45,1527662
279.53,1527676
279.61,1527674
279.70,1527610
279.79,1527648
279.87,1527662
279.96,1527658
280.05,1527654
280.13,1527686
280.22,1527653
280.30,1527687
280.39,1527688
280.47,1527707
280.56,1527747
280.64,1527676
280.73,1527699
280.82,1527722
280.90,1527762
280.99,1527733
281.08,1527648
281.16,1527635
281.25,1527681
281.33,1527668
281.42,1527768
281.50,1527769
281.59,1527763
281.67,1527721
281.76,1527677
281.85,1527660
281.93,1527650
282.02,1527660
282.10,1527647
282.19,1527675
282.27,1527679
282.36,1527675
282.45,1527692
282.53,1527685
282.62,1527691
282.70,1527697
282.79,1527724
282.88,1527716
282.96,1527752
283.05,1527814
283.13,1527788
283.22,1527766
283.30,1527672
283.39,1527647
283.48,1527724
283.56,1527770
283.65,1527755
283.73,1527692
283.82,1527701
283.91,1527733
283.99,1527709
284.08,1527684
284.16,1527663
284.25,1527682
284.34,1527753
284.42,1527698
284.51,1527664
284.59,1527649
284.68,1527697
284.76,1527720
284.85,1527685
284.94,1527630
285.02,1527662
285.11,1527709
285.19,1527657
285.28,1527667
285.36,1527627
285.45,1527642
285.54,1527688
285.62,1527754
285.71,1527751
285.79,1527701
285.88,1527726
285.97,1527722
286.05,1527641
286.14,1527674
286.22,1527742
286.31,1527725
286.39,1527679
286.48,1527759
286.57,1527747
286.65,1527691
286.74,1527681
286.82,1527685
286.91,1527679
286.99,1527712
287.08,1527678
287.17,1527717
287.25,1527716
287.34,1527712
287.42,1527793
287.51,1527816
287.60,1527761
287.68,1527640
287.77,1527646
287.85,1527613
287.94,1527637
288.02,1527708
288.11,1527769
288.20,1527739
288.28,1527693
288.37,1527691
288.45,1527769
288.54,1527786
288.62,1527715
288.71,1527755
288.80,1527791
288.88,1527733
288.97,1527724
289.05,1527753
289.14,1527742
289.23,1527716
289.31,1527723
289.40,1527698
289.48,1527688
289.57,1527717
289.65,1527740
289.74,1527691
289.83,1527738
289.91,1527738
290.00,1527706
290.08,1527732
290.17,1527735
290.25,1527713
290.34,1527670
290.43,1527678
290.51,1527698
290.60,1527687
290.68,1527661
290.77,1527700
290.86,1527659
290.94,1527741
291.03,1527775
291.11,1527730
291.20,1527727
291.28,1527762
291.37,1527751
291.46,1527710
291.54,1527685
291.63,1527676
291.72,1527724
291.80,1527701
291.89,1527668
291.97,1527643
292.06,1527707
292.14,1527707
292.23,1527686
292.32,1527731
292.40,1527781
292.49,1527749
292.57,1527733
292.66,1527740
292.74,1527741
292.83,1527716
292.92,1527710
293.00,1527715
293.09,1527719
293.17,1527697
293.26,1527716
293.35,1527740
293.43,1527745
293.52,1527761
293.60,1527725
293.69,1527735
293.77,1527729
293.86,1527678
293.95,1527746
294.03,1527792
294.12,1527782
294.20,1527761
294.29,1527730
294.38,1527718
294.46,1527723
294.55,1527702
294.63,1527687
294.72,1527698
294.80,1527684
294.89,1527746
294.98,1527706
295.06,1527693
295.15,1527693
295.23,1527704
295.32,1527734
295.40,1527792
295.49,1527791
295.58,1527756
295.66,1527743
295.75,1527692
295.83,1527678
295.92,1527674
296.01,1527676
296.09,1527655
296.17,1527619
296.26,1527628
296.35,1527665
296.43,1527683
296.52,1527710
296.61,1527719
296.69,1527720
296.78,1527701
296.86,1527727
296.95,1527707
297.03,1527623
297.12,1527649
297.20,1527719
297.29,1527730
297.38,1527696
297.46,1527644
297.55,1527668
297.64,1527653
297.72,1527635
297.80,1527646
297.89,1527643
297.98,1527646
298.06,1527681
298.15,1527659
298.23,1527690
298.32,1527710
298.41,1527733
298.49,1527712
298.58,1527631
298.66,1527640
298.75,1527714
298.83,1527739
298.92,1527730
299.01,1527723
299.09,1527770
299.18,1527790
299.27,1527726
299.35,1527727
299.44,1527721
299.52,1527707
299.61,1527719
299.69,1527755
299.78,1527761
299.87,1527710
299.95,1527715
300.04,1527682
300.12,1527665
300.21,1527663
300.30,1527751
300.38,1527738
300.47,1527735
300.55,1527768
300.64,1527765
300.72,1527698
