time,raw_data,1_after_scaling,2_after_smoothing,3_after_bias,4_after_hysteresis,steady
142.41,1.52744e+06,0.0318116,0.0520022,0,0,1
142.5,1.52748e+06,0.0532357,0.0517425,0,0,1
142.58,1.52753e+06,0.0856965,0.0575205,0,0,1
142.67,1.52752e+06,0.0818012,0.0568713,0,0,1
142.76,1.5275e+06,0.0694661,0.05791,0,0,1
142.84,1.5275e+06,0.06622,0.0603771,0,0,1
142.93,1.52744e+06,0.0279163,0.0573907,0,0,1
143.01,1.52751e+06,0.0727122,0.0572608,0,0,1
143.1,1.52756e+06,0.106471,0.0615457,0,0,1
143.19,1.52753e+06,0.090241,0.0685572,0,0,1
143.27,1.52749e+06,0.0649216,0.0718682,0,0,1
143.36,1.52748e+06,0.0538849,0.0719331,0,0,1
143.44,1.52754e+06,0.0915394,0.0725174,0,0,1
143.53,1.52755e+06,0.0999792,0.0743352,0,0,1
143.61,1.52757e+06,0.114262,0.0788148,0,0,1
143.7,1.52748e+06,0.057131,0.0779059,0,0,1
143.79,1.52756e+06,0.107121,0.0858263,0,0,1
143.87,1.52758e+06,0.121403,0.0906954,0,0,1
143.96,1.52752e+06,0.0792043,0.0879687,0,0,1
144.04,1.52749e+06,0.0597278,0.0849174,0,0,1
144.13,1.52753e+06,0.0869949,0.0871248,0,0,1
144.22,1.52756e+06,0.111016,0.0928379,0,0,1
144.3,1.52758e+06,0.118806,0.0955646,0,0,1
144.39,1.5276e+06,0.134388,0.0990054,0,0,1
144.47,1.52753e+06,0.0882933,0.0964085,0,0,1
144.56,1.52751e+06,0.0772567,0.0984211,0,0,1
144.64,1.5275e+06,0.0681677,0.0945258,0,0,1
144.73,1.52753e+06,0.0863457,0.09102,0,0,1
144.82,1.52754e+06,0.0941363,0.0925132,0,0,1
144.9,1.5276e+06,0.135686,0.100109,0,0,1
144.99,1.52762e+06,0.148021,0.106212,0,0,1
145.07,1.5276e+06,0.135037,0.108614,0,0,1
145.16,1.5275e+06,0.0655708,0.10329,0,0,1
145.24,1.52744e+06,0.0324608,0.0930975,0,0,1
145.33,1.52752e+06,0.0785551,0.0921237,0,0,1
145.42,1.52749e+06,0.0610263,0.0905007,0,0,1
145.5,1.5274e+06,0.000649216,0.0837488,0,0,1
145.59,1.52749e+06,0.0623247,0.0813467,0,0,1
145.67,1.52752e+06,0.0830996,0.0802431,0,0,1
145.76,1.52745e+06,0.0357069,0.0702451,0,0,1
145.85,1.52751e+06,0.0727122,0.0627142,0,0,1
145.93,1.5275e+06,0.0655708,0.0557676,0,0,1
146.02,1.52749e+06,0.0623247,0.055443,0,0,1
146.1,1.52744e+06,0.0285655,0.0550535,0,0,1
146.19,1.52744e+06,0.0324608,0.0504441,0,0,1
146.27,1.52754e+06,0.0947855,0.05382,0,0,1
146.36,1.52752e+06,0.0798535,0.0617404,0,0,1
146.45,1.52749e+06,0.0629739,0.0618053,0,0,1
146.53,1.52749e+06,0.0636231,0.0598577,0,0,1
146.62,1.52748e+06,0.0584294,0.0621299,0,0,1
146.7,1.52747e+06,0.048042,0.0596629,0,0,1
146.79,1.52745e+06,0.0337592,0.0564818,0,0,1
146.87,1.52752e+06,0.0805028,0.0582996,0,0,1
146.96,1.52754e+06,0.0960839,0.0650514,0,0,1
147.05,1.52749e+06,0.0616755,0.0679729,0,0,1
147.13,1.52751e+06,0.0779059,0.0662849,0,0,1
147.22,1.52754e+06,0.0967331,0.0679729,0,0,1
147.3,1.52751e+06,0.0740106,0.0690766,0,0,1
147.39,1.52755e+06,0.103225,0.0730368,0,0,1
147.48,1.52751e+06,0.0733614,0.07453,0,0,1
147.56,1.52744e+06,0.0292147,0.0726472,0,0,1
147.65,1.52748e+06,0.0538849,0.0746598,0,0,1
147.73,1.52749e+06,0.0642724,0.0730368,0,0,1
147.82,1.52746e+06,0.042199,0.0676483,0,0,1
147.9,1.52754e+06,0.0934871,0.0708294,0,0,1
147.99,1.5276e+06,0.131142,0.076153,0,0,1
148.08,1.52755e+06,0.0986808,0.0763478,0,0,1
148.16,1.52756e+06,0.108419,0.0797886,0,0,1
148.25,1.52758e+06,0.121403,0.0816064,0,0,1
148.33,1.5275e+06,0.0688169,0.081152,0,0,1
148.42,1.52754e+06,0.0960839,0.0878389,0,0,1
148.5,1.52754e+06,0.0928379,0.0917342,0,0,1
148.59,1.52753e+06,0.0876441,0.0940714,0,0,1
148.68,1.52752e+06,0.0818012,0.0980316,0,0,1
148.76,1.52753e+06,0.090241,0.097707,0,0,1
148.85,1.52751e+06,0.0733614,0.0919289,0,0,1
148.93,1.52745e+06,0.0350577,0.0855666,0,0,1
149.02,1.52747e+06,0.0499896,0.0797237,0,0,1
149.11,1.52753e+06,0.0908902,0.0766724,0,0,1
149.19,1.52748e+06,0.0538849,0.0751792,0,0,1
149.28,1.52747e+06,0.0499896,0.0705698,0,0,1
149.36,1.52747e+06,0.0467435,0.0659603,0,0,1
149.45,1.52749e+06,0.0629739,0.0634933,0,0,1
149.53,1.52748e+06,0.0558326,0.0608964,0,0,1
149.62,1.52747e+06,0.0486912,0.0567415,0,0,1
149.71,1.52746e+06,0.0460943,0.0540148,0,0,1
149.79,1.52747e+06,0.0506388,0.0555729,0,0,1
149.88,1.52749e+06,0.0597278,0.0565467,0,0,1
149.96,1.52744e+06,0.0272671,0.0501844,0,0,1
150.05,1.52748e+06,0.0564818,0.0504441,0,0,1
150.13,1.52755e+06,0.103875,0.0558326,0,0,1
150.22,1.52751e+06,0.0727122,0.0584294,0,0,1
150.31,1.52752e+06,0.0850473,0.0606368,0,0,1
150.39,1.52758e+06,0.120105,0.067064,0,0,1
150.48,1.52752e+06,0.0785551,0.0700504,0,0,1
150.56,1.52743e+06,0.024021,0.067843,0,0,1
150.65,1.52746e+06,0.0415498,0.0669341,0,0,1
150.74,1.52752e+06,0.084398,0.0694012,0,0,1
150.82,1.52748e+06,0.0564818,0.0723226,0,0,1
150.91,1.52746e+06,0.0460943,0.0712839,0,0,1
