time,data
121.145,2475040
121.231,2474998
121.317,2474999
121.401,2474872
121.487,2474858
121.573,2474938
121.659,2474918
121.745,2474942
121.831,2474909
121.917,2474945
122.003,2474889
122.089,2474889
122.175,2474982
122.259,2474972
122.345,2474959
122.431,2474996
122.517,2475592
122.603,2476075
122.689,2476601
122.775,2477326
122.861,2478267
122.947,2479487
123.033,2480789
123.119,2482252
123.203,2484031
123.289,2486075
123.375,2487967
123.461,2489695
123.547,2491132
123.633,2492076
123.719,2492980
123.805,2493915
123.891,2495101
123.977,2496513
124.061,2498304
124.147,2500282
124.233,2502442
124.319,2504476
124.405,2506318
124.491,2507770
124.577,2508943
124.663,2510079
124.749,2511204
124.835,2512379
124.921,2513638
125.005,2515218
125.091,2517008
125.177,2519227
125.263,2521704
125.349,2524219
125.435,2526489
125.521,2528559
125.607,2530139
125.693,2531085
125.779,2531816
125.863,2532809
125.949,2534029
126.035,2535254
126.121,2536894
126.208,2538817
126.294,2541011
126.38,2543795
126.466,2546046
126.552,2547018
126.638,2547649
126.724,2548100
126.808,2548448
126.894,2548731
126.98,2548904
127.066,2548982
127.152,2548931
127.238,2549025
127.324,2549017
127.41,2548971
127.496,2548939
127.582,2548880
127.666,2548867
127.752,2548938
127.838,2548878
127.924,2548909
128.01,2548917
128.096,2548883
128.182,2548887
128.268,2548807
128.354,2548815
128.44,2548795
128.526,2548845
128.61,2548841
128.696,2548826
128.782,2548875
128.868,2548891
128.954,2548881
129.04,2548915
129.126,2548828
129.212,2549196
129.298,2549781
129.384,2550246
129.468,2550627
129.554,2550964
129.64,2551227
129.726,2551283
129.812,2551269
129.898,2551287
129.984,2551247
130.07,2551218
130.156,2551240
130.242,2551184
130.328,2551125
130.412,2551229
130.498,2551311
130.584,2551318
130.67,2551168
130.756,2551116
130.842,2551217
130.928,2551175
131.014,2551149
131.1,2551191
131.186,2551174
131.272,2551186
131.356,2551135
131.442,2551082
131.528,2551168
131.614,2551242
131.7,2551129
131.786,2551074
131.872,2551038
131.958,2551066
132.044,2551111
132.13,2551023
132.214,2551058
132.3,2551155
132.386,2551095
132.472,2551036
132.558,2551163
132.644,2551132
132.73,2551040
